trip_id,start_stop_id,arrival_time,arrival_hour,arrival_minute,stop_sequence_x,stop_lat,stop_lon,route_id,direction_id,runtime_sec,end_stop_id,next_lat,next_lon,congestion_level
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3445,1900-01-01 19:32:00.000000000,19,32,13,51.139561,7.026491,300025,0,60.0,3446,51.131395,7.025896,2
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3444,1900-01-01 19:33:00.000000000,19,33,14,51.131395,7.025896,300025,0,80.0,3445,51.127984,7.022263,0
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3522,1900-01-01 19:34:20.000000000,19,34,15,51.127984,7.022263,300025,0,60.0,3444,51.124945,7.017196,2
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3521,1900-01-01 19:35:20.000000000,19,35,16,51.124945,7.017196,300025,0,60.0,3522,51.117615,7.014579,2
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3520,1900-01-01 19:36:20.000000000,19,36,17,51.117615,7.014579,300025,0,60.0,3521,51.109506,7.012559,0
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3519,1900-01-01 19:37:20.000000000,19,37,18,51.109506,7.012559,300025,0,60.0,3520,51.105468,7.015912,0
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3100,1900-01-01 19:38:20.000000000,19,38,19,51.105468,7.015912,300025,0,120.0,3519,51.103249,7.012708,3
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3101,1900-01-01 19:40:20.000000000,19,40,20,51.103249,7.012708,300025,0,240.0,3100,51.103249,7.012708,4
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3101,1900-01-01 19:44:20.000000000,19,44,20,51.103249,7.012708,300025,0,60.0,3433,51.098043,7.005556,2
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3102,1900-01-01 19:45:20.000000000,19,45,21,51.098043,7.005556,300025,0,120.0,3101,51.093956,6.997901,1
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3103,1900-01-01 19:47:20.000000000,19,47,22,51.093956,6.997901,300025,0,120.0,3102,51.091131,6.99814,2
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3428,1900-01-01 19:49:20.000000000,19,49,23,51.091131,6.99814,300025,0,60.0,3103,51.084846,6.996192,3
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3427,1900-01-01 19:50:20.000000000,19,50,24,51.084846,6.996192,300025,0,46.6666666666667,9429,51.081621,6.995952,2
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3426,1900-01-01 19:51:06.666666667,19,51,25,51.081621,6.995952,300025,0,33.3333333333333,3427,51.079675,6.995439,2
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,2637,1900-01-01 19:51:40.000000000,19,51,26,51.079675,6.995439,300025,0,60.0,3426,51.075341,6.993448,4
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3066,1900-01-01 19:52:40.000000000,19,52,27,51.075341,6.993448,300025,0,60.0,2637,51.069844,7.000336,2
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3064,1900-01-01 19:53:40.000000000,19,53,28,51.069844,7.000336,300025,0,120.0,3066,51.067354,7.003549,2
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,5221,1900-01-01 19:55:40.000000000,19,55,29,51.067354,7.003549,300025,0,60.0,3064,51.066176,7.008759,2
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,5219,1900-01-01 19:56:40.000000000,19,56,30,51.066176,7.008759,300025,0,120.0,5221,51.063505,7.003723,4
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,5222,1900-01-01 19:58:40.000000000,19,58,31,51.063505,7.003723,300025,0,120.0,5219,51.058538,7.003187,3
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,5224,1900-01-01 20:00:40.000000000,20,0,32,51.058538,7.003187,300025,0,180.0,5222,51.033744,6.988695,4
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,1289,1900-01-01 20:03:40.000000000,20,3,33,51.033744,6.988695,300025,0,360.0,5224,51.031508,6.991655,1
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,5228,1900-01-01 20:09:40.000000000,20,9,34,51.031508,6.991655,300025,0,120.0,1289,51.027857,6.989624,4
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,5229,1900-01-01 20:11:40.000000000,20,11,35,51.027857,6.989624,300025,0,240.0,5228,51.018966,6.990831,4
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,1541,1900-01-01 20:15:40.000000000,20,15,36,51.018966,6.990831,300025,0,120.0,5229,51.014036,6.992322,1
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,5231,1900-01-01 20:17:40.000000000,20,17,37,51.014036,6.992322,300025,0,60.0,1541,51.007585,6.994094,1
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,648,1900-01-01 20:18:40.000000000,20,18,38,51.007585,6.994094,300025,0,75.0,5231,50.998467,6.996534,1
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,647,1900-01-01 20:19:55.000000000,20,19,39,50.998467,6.996534,300025,0,120.0,648,50.989246,6.998359,1
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,641,1900-01-01 20:21:55.000000000,20,21,40,50.989246,6.998359,300025,0,120.0,647,50.986154,6.999475,1
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,640,1900-01-01 20:23:55.000000000,20,23,41,50.986154,6.999475,300025,0,60.0,641,50.973432,7.00595,2
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,635,1900-01-01 20:24:55.000000000,20,24,42,50.973432,7.00595,300025,0,180.0,640,50.961797,7.004204,2
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,570,1900-01-01 20:27:55.000000000,20,27,43,50.961797,7.004204,300025,0,180.0,635,50.943657,6.959362,2
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,9,1900-01-01 20:30:55.000000000,20,30,44,50.943657,6.959362,300025,0,180.0,1,50.943657,6.959362,2
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3452,1900-01-01 19:14:00.000000000,19,14,1,51.170875,7.082708,300025,1,84.0,2360,51.167915,7.081023,2
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,2360,1900-01-01 19:15:24.000000000,19,15,2,51.167915,7.081023,300025,1,84.0,8956,51.163758,7.07951,2
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,8956,1900-01-01 19:16:48.000000000,19,16,3,51.163758,7.07951,300025,1,60.0,3451,51.161681,7.077661,3
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3451,1900-01-01 19:17:48.000000000,19,17,4,51.161681,7.077661,300025,1,60.0,7772,51.158978,7.074396,1
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,7772,1900-01-01 19:18:48.000000000,19,18,5,51.158978,7.074396,300025,1,60.0,5297,51.156805,7.0702,2
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,5297,1900-01-01 19:19:48.000000000,19,19,6,51.156805,7.0702,300025,1,60.0,3450,51.15429,7.066125,2
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3450,1900-01-01 19:20:48.000000000,19,20,7,51.15429,7.066125,300025,1,120.0,3449,51.151736,7.055332,2
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3449,1900-01-01 19:22:48.000000000,19,22,8,51.151736,7.055332,300025,1,60.0,2636,51.150643,7.050905,2
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,2636,1900-01-01 19:23:48.000000000,19,23,9,51.150643,7.050905,300025,1,60.0,3448,51.148841,7.045405,2
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3448,1900-01-01 19:24:48.000000000,19,24,10,51.148841,7.045405,300025,1,120.0,3447,51.14615,7.02951,1
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3447,1900-01-01 19:26:48.000000000,19,26,11,51.14615,7.02951,300025,1,60.0,3446,51.14266,7.027789,2
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3446,1900-01-01 19:27:48.000000000,19,27,12,51.14266,7.027789,300025,1,60.0,3445,51.139561,7.026491,2
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3445,1900-01-01 19:28:48.000000000,19,28,13,51.139561,7.026491,300025,1,84.0,3444,51.131395,7.025896,0
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3444,1900-01-01 19:30:12.000000000,19,30,14,51.131395,7.025896,300025,1,60.0,3522,51.127984,7.022263,2
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3522,1900-01-01 19:31:12.000000000,19,31,15,51.127984,7.022263,300025,1,60.0,3521,51.124945,7.017196,2
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3521,1900-01-01 19:32:12.000000000,19,32,16,51.124945,7.017196,300025,1,60.0,3520,51.117615,7.014579,0
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3520,1900-01-01 19:33:12.000000000,19,33,17,51.117615,7.014579,300025,1,60.0,3519,51.109506,7.012559,0
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3519,1900-01-01 19:34:12.000000000,19,34,18,51.109506,7.012559,300025,1,240.0,3100,51.105468,7.015912,4
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3100,1900-01-01 19:38:12.000000000,19,38,19,51.105468,7.015912,300025,1,120.0,3101,51.103249,7.012708,4
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3101,1900-01-01 19:40:12.000000000,19,40,20,51.103249,7.012708,300025,1,120.0,3102,51.098043,7.005556,1
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3102,1900-01-01 19:42:12.000000000,19,42,21,51.098043,7.005556,300025,1,120.0,3103,51.093956,6.997901,2
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3103,1900-01-01 19:44:12.000000000,19,44,22,51.093956,6.997901,300025,1,60.0,3428,51.091131,6.99814,3
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3428,1900-01-01 19:45:12.000000000,19,45,23,51.091131,6.99814,300025,1,90.0,3427,51.084846,6.996192,1
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3427,1900-01-01 19:46:42.000000000,19,46,24,51.084846,6.996192,300025,1,60.0,3426,51.081621,6.995952,2
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3426,1900-01-01 19:47:42.000000000,19,47,25,51.081621,6.995952,300025,1,60.0,2637,51.079675,6.995439,4
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,2637,1900-01-01 19:48:42.000000000,19,48,26,51.079675,6.995439,300025,1,60.0,3066,51.075341,6.993448,2
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3066,1900-01-01 19:49:42.000000000,19,49,27,51.075341,6.993448,300025,1,120.0,3064,51.069844,7.000336,2
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,3064,1900-01-01 19:51:42.000000000,19,51,28,51.069844,7.000336,300025,1,60.0,5221,51.067354,7.003549,2
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,5221,1900-01-01 19:52:42.000000000,19,52,29,51.067354,7.003549,300025,1,240.0,5219,51.066176,7.008759,4
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,5219,1900-01-01 19:56:42.000000000,19,56,30,51.066176,7.008759,300025,1,120.0,5222,51.063505,7.003723,3
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,5222,1900-01-01 19:58:42.000000000,19,58,31,51.063505,7.003723,300025,1,120.0,5224,51.058538,7.003187,3
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,5224,1900-01-01 20:00:42.000000000,20,0,32,51.058538,7.003187,300025,1,300.0,1289,51.033744,6.988695,1
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,1289,1900-01-01 20:05:42.000000000,20,5,33,51.033744,6.988695,300025,1,180.0,5228,51.031508,6.991655,4
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,5228,1900-01-01 20:08:42.000000000,20,8,34,51.031508,6.991655,300025,1,160.0,5229,51.027857,6.989624,3
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,5229,1900-01-01 20:11:22.000000000,20,11,35,51.027857,6.989624,300025,1,60.0,1541,51.018966,6.990831,0
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,1541,1900-01-01 20:12:22.000000000,20,12,36,51.018966,6.990831,300025,1,60.0,5231,51.014036,6.992322,1
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,5231,1900-01-01 20:13:22.000000000,20,13,37,51.014036,6.992322,300025,1,120.0,648,51.007585,6.994094,2
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,648,1900-01-01 20:15:22.000000000,20,15,38,51.007585,6.994094,300025,1,120.0,647,50.998467,6.996534,1
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,647,1900-01-01 20:17:22.000000000,20,17,39,50.998467,6.996534,300025,1,120.0,641,50.989246,6.998359,1
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,641,1900-01-01 20:19:22.000000000,20,19,40,50.989246,6.998359,300025,1,60.0,640,50.986154,6.999475,2
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,640,1900-01-01 20:20:22.000000000,20,20,41,50.986154,6.999475,300025,1,180.0,635,50.973432,7.00595,2
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,635,1900-01-01 20:23:22.000000000,20,23,42,50.973432,7.00595,300025,1,220.0,570,50.961797,7.004204,2
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,570,1900-01-01 20:27:02.000000000,20,27,43,50.961797,7.004204,300025,1,60.0,962,50.961797,7.004204,2
1-104-001-608.2.24:072700-8-2_901D8BE9-BC8F-4CDC-B8CE-B03101412E44,608,1900-01-01 07:27:00.000000000,7,27,1,50.996437,7.037644,100104,1,120.0,607,50.988813,7.029612,1
1-104-001-608.2.24:072700-8-2_901D8BE9-BC8F-4CDC-B8CE-B03101412E44,607,1900-01-01 07:29:00.000000000,7,29,3,50.988813,7.029612,100104,1,120.0,606,50.966126,7.006732,1
1-104-001-608.2.24:072700-8-2_901D8BE9-BC8F-4CDC-B8CE-B03101412E44,631,1900-01-01 07:31:00.000000000,7,31,7,50.966126,7.006732,100104,1,240.0,570,50.966126,7.006732,4
1-118-001-730.2.22:072300-2-2_206E52A3-5E51-4F95-9DDF-B031014123B7,730,1900-01-01 07:23:00.000000000,7,23,1,50.894415,6.903983,100118,0,1320.0,153,50.894415,6.903983,4
1-138-001-915.2.22:061100-6-2_2BE4FAF6-1680-4EA2-842D-B031014123B7,915,1900-01-01 06:11:00.000000000,6,11,1,50.881266,6.918605,100138,0,240.0,859,50.88756,6.92413,3
1-138-001-915.2.22:061100-6-2_2BE4FAF6-1680-4EA2-842D-B031014123B7,859,1900-01-01 06:15:00.000000000,6,15,2,50.88756,6.92413,100138,0,300.0,61,50.89862,6.931669,3
1-138-001-915.2.22:061100-6-2_2BE4FAF6-1680-4EA2-842D-B031014123B7,61,1900-01-01 06:20:00.000000000,6,20,3,50.89862,6.931669,100138,0,60.0,60,50.90187,6.936724,1
1-138-001-915.2.22:061100-6-2_2BE4FAF6-1680-4EA2-842D-B031014123B7,60,1900-01-01 06:21:00.000000000,6,21,4,50.90187,6.936724,100138,0,120.0,57,50.90187,6.936724,3
1-138-001-915.2.22:061100-6-2_2BE4FAF6-1680-4EA2-842D-B031014123B7,859,1900-01-01 06:15:00.000000000,6,15,2,50.88756,6.92413,100138,1,180.0,930,50.89862,6.931669,2
1-138-001-915.2.22:061100-6-2_2BE4FAF6-1680-4EA2-842D-B031014123B7,61,1900-01-01 06:18:00.000000000,6,18,3,50.89862,6.931669,100138,1,240.0,859,50.90187,6.936724,2
1-138-001-915.2.22:061100-6-2_2BE4FAF6-1680-4EA2-842D-B031014123B7,60,1900-01-01 06:22:00.000000000,6,22,4,50.90187,6.936724,100138,1,120.0,61,50.900947,6.944126,4
1-138-001-915.2.22:061100-6-2_2BE4FAF6-1680-4EA2-842D-B031014123B7,57,1900-01-01 06:24:00.000000000,6,24,6,50.900947,6.944126,100138,1,60.0,60,50.900947,6.944126,1
1-156-001-570.3.23:043800-31-2_EA657A25-56D4-4F33-8DB9-B03101412993,570,1900-01-01 04:38:00.000000000,4,38,1,50.961797,7.004204,100156,0,0.0,570,50.966126,7.006732,2
1-156-001-570.3.23:043800-31-2_EA657A25-56D4-4F33-8DB9-B03101412993,631,1900-01-01 04:38:00.000000000,4,38,2,50.966126,7.006732,100156,0,0.0,631,50.968975,7.00685,2
1-156-001-570.3.23:043800-31-2_EA657A25-56D4-4F33-8DB9-B03101412993,634,1900-01-01 04:38:00.000000000,4,38,3,50.968975,7.00685,100156,0,60.0,635,50.973432,7.00595,1
1-156-001-570.3.23:043800-31-2_EA657A25-56D4-4F33-8DB9-B03101412993,635,1900-01-01 04:39:00.000000000,4,39,4,50.973432,7.00595,100156,0,60.0,636,50.978996,7.002838,1
1-156-001-570.3.23:043800-31-2_EA657A25-56D4-4F33-8DB9-B03101412993,636,1900-01-01 04:40:00.000000000,4,40,5,50.978996,7.002838,100156,0,120.0,640,50.986154,6.999475,2
1-156-001-570.3.23:043800-31-2_EA657A25-56D4-4F33-8DB9-B03101412993,640,1900-01-01 04:42:00.000000000,4,42,6,50.986154,6.999475,100156,0,60.0,641,50.989246,6.998359,2
1-156-001-570.3.23:043800-31-2_EA657A25-56D4-4F33-8DB9-B03101412993,641,1900-01-01 04:43:00.000000000,4,43,7,50.989246,6.998359,100156,0,60.0,644,50.987974,6.991609,1
1-156-001-570.3.23:043800-31-2_EA657A25-56D4-4F33-8DB9-B03101412993,644,1900-01-01 04:44:00.000000000,4,44,8,50.987974,6.991609,100156,0,60.0,645,50.990779,6.986171,2
1-156-001-570.3.23:043800-31-2_EA657A25-56D4-4F33-8DB9-B03101412993,645,1900-01-01 04:45:00.000000000,4,45,9,50.990779,6.986171,100156,0,60.0,649,50.997995,6.981096,0
1-156-001-570.3.23:043800-31-2_EA657A25-56D4-4F33-8DB9-B03101412993,649,1900-01-01 04:46:00.000000000,4,46,10,50.997995,6.981096,100156,0,60.0,650,51.000862,6.980174,3
1-156-001-570.3.23:043800-31-2_EA657A25-56D4-4F33-8DB9-B03101412993,650,1900-01-01 04:47:00.000000000,4,47,11,51.000862,6.980174,100156,0,60.0,817,51.001144,6.986163,2
1-156-001-570.3.23:043800-31-2_EA657A25-56D4-4F33-8DB9-B03101412993,817,1900-01-01 04:48:00.000000000,4,48,12,51.001144,6.986163,100156,0,60.0,812,51.000028,6.989445,3
1-156-001-570.3.23:043800-31-2_EA657A25-56D4-4F33-8DB9-B03101412993,812,1900-01-01 04:49:00.000000000,4,49,13,51.000028,6.989445,100156,0,60.0,647,50.998467,6.996534,1
1-156-001-570.3.23:043800-31-2_EA657A25-56D4-4F33-8DB9-B03101412993,647,1900-01-01 04:50:00.000000000,4,50,14,50.998467,6.996534,100156,0,180.0,813,50.990068,7.002094,2
1-156-001-570.3.23:043800-31-2_EA657A25-56D4-4F33-8DB9-B03101412993,813,1900-01-01 04:53:00.000000000,4,53,15,50.990068,7.002094,100156,0,120.0,637,50.984917,7.004247,2
1-156-001-570.3.23:043800-31-2_EA657A25-56D4-4F33-8DB9-B03101412993,637,1900-01-01 04:55:00.000000000,4,55,16,50.984917,7.004247,100156,0,240.0,627,50.998084,7.026213,1
1-156-001-570.3.23:043800-31-2_EA657A25-56D4-4F33-8DB9-B03101412993,627,1900-01-01 04:59:00.000000000,4,59,17,50.998084,7.026213,100156,0,120.0,630,51.003597,7.024939,2
1-156-001-570.3.23:043800-31-2_EA657A25-56D4-4F33-8DB9-B03101412993,630,1900-01-01 05:01:00.000000000,5,1,18,51.003597,7.024939,100156,0,60.0,566,51.005421,7.023953,3
1-156-001-570.3.23:043800-31-2_EA657A25-56D4-4F33-8DB9-B03101412993,566,1900-01-01 05:02:00.000000000,5,2,19,51.005421,7.023953,100156,0,60.0,620,51.006684,7.027557,2
1-156-001-570.3.23:043800-31-2_EA657A25-56D4-4F33-8DB9-B03101412993,620,1900-01-01 05:03:00.000000000,5,3,20,51.006684,7.027557,100156,0,60.0,619,51.00421,7.02981,2
1-156-001-570.3.23:043800-31-2_EA657A25-56D4-4F33-8DB9-B03101412993,619,1900-01-01 05:04:00.000000000,5,4,21,51.00421,7.02981,100156,0,60.0,618,51.000844,7.029252,2
1-156-001-570.3.23:043800-31-2_EA657A25-56D4-4F33-8DB9-B03101412993,618,1900-01-01 05:05:00.000000000,5,5,22,51.000844,7.029252,100156,0,60.0,617,50.999824,7.032805,3
1-156-001-570.3.23:043800-31-2_EA657A25-56D4-4F33-8DB9-B03101412993,617,1900-01-01 05:06:00.000000000,5,6,23,50.999824,7.032805,100156,0,60.0,626,50.999324,7.036483,4
1-156-001-570.3.23:043800-31-2_EA657A25-56D4-4F33-8DB9-B03101412993,626,1900-01-01 05:07:00.000000000,5,7,24,50.999324,7.036483,100156,0,60.0,608,50.996437,7.037644,1
1-156-001-570.3.23:043800-31-2_EA657A25-56D4-4F33-8DB9-B03101412993,608,1900-01-01 05:08:00.000000000,5,8,25,50.996437,7.037644,100156,0,120.0,607,50.988813,7.029612,1
1-156-001-570.3.23:043800-31-2_EA657A25-56D4-4F33-8DB9-B03101412993,607,1900-01-01 05:10:00.000000000,5,10,26,50.988813,7.029612,100156,0,120.0,606,50.966126,7.006732,1
1-156-001-570.3.23:043800-31-2_EA657A25-56D4-4F33-8DB9-B03101412993,631,1900-01-01 05:12:00.000000000,5,12,30,50.966126,7.006732,100156,0,0.0,631,50.961797,7.004204,2
1-156-001-570.3.23:043800-31-2_EA657A25-56D4-4F33-8DB9-B03101412993,570,1900-01-01 05:12:00.000000000,5,12,31,50.961797,7.004204,100156,0,0.0,570,50.961797,7.004204,2
1-165-001-467.2.21:035000-17-2_42FE0373-8D59-4BA7-93FC-B031014123B7,863,1900-01-01 03:51:00.000000000,3,51,2,50.883667,7.062519,100165,0,60.0,468,50.882901,7.064718,4
1-165-001-467.2.21:035000-17-2_42FE0373-8D59-4BA7-93FC-B031014123B7,468,1900-01-01 03:52:00.000000000,3,52,3,50.882901,7.064718,100165,0,0.0,909,50.882143,7.067912,2
1-165-001-467.2.21:035000-17-2_42FE0373-8D59-4BA7-93FC-B031014123B7,909,1900-01-01 03:52:00.000000000,3,52,4,50.882143,7.067912,100165,0,60.0,901,50.883193,7.071091,2
1-165-001-467.2.21:035000-17-2_42FE0373-8D59-4BA7-93FC-B031014123B7,901,1900-01-01 03:53:00.000000000,3,53,5,50.883193,7.071091,100165,0,60.0,469,50.885495,7.070987,4
